Source,Destination IP,Volume,Destination Domain,Destination Latitude,Destination Longitude
Echo plus 2nd gen,52.216.140.196,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.179.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.10.164,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.170.83,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.168.107,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.114.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.15.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,52.20.43.119,9367,ec2-52-20-43-119.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.20.43.119,4353,ec2-52-20-43-119.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.96.171,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.107.44,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.86.203.206,6120,ec2-54-86-203-206.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.36.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.236.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.109.107,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.136.19,2224,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.112.27,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.242.188,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.77.68,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.20.53.167,15912,ec2-52-20-53-167.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,54.208.166.36,12851,ec2-54-208-166-36.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.206.227,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,3.224.82.88,14688,ec2-3-224-82-88.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.76.44,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.232.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.169.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.133.211,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.16.136,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.120.211,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.8.195,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.36.12,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.38.92,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.233.219,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo Look,104.236.52.16,90,ranger.innolan.net,40.75891113,-73.97901917
Echo Look,54.192.30.79,644,server-54-192-30-79.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo Look,99.84.181.81,1244,server-99-84-181-81.iad89.r.cloudfront.net,38.9068985,-77.02839661
Motog Phone,34.195.184.98,10968,ec2-34-195-184-98.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.230.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.108.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.224.180.103,19190,ec2-3-224-180-103.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.227.250.150,73621,ec2-3-227-250-150.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.7.206,6150,iad30s10-in-f206.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,54.231.33.179,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.39.220,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.177.139,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.178.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.24.140,2187,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.176.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.170.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,162.159.200.1,90,time.cloudflare.com,52.30905151,4.940189838
Echo plus 2nd gen,13.249.43.76,1222,server-13-249-43-76.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,13.249.43.6,655,server-13-249-43-6.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.163.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.8.14,52179,iad23s59-in-f14.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.217.37.140,3237,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.128.195,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.53.61.24,3776,ec2-52-53-61-24.us-west-1.compute.amazonaws.com,37.33052826,-121.8382263
Echo plus 2nd gen,52.216.65.56,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.145.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.79.20,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.161.91,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.25.92,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.46.236,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.6.153.165,1817,ec2-52-6-153-165.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.203.170.45,2924,ec2-34-203-170-45.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.13.240,4797,iad23s61-in-f16.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.241.52,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,35.172.176.176,18360,ec2-35-172-176-176.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.142.220,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.177.19,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.168.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.204.195,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.82.72,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,18.215.1.131,4896,ec2-18-215-1-131.compute-1.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.221.212.249,40643,ec2-3-221-212-249.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.250.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.26.132,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.40.252,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.105.195,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.25.44,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.106.59,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.176.67,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.171.107,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.102.131,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.76.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,52.73.165.25,8155,ec2-52-73-165-25.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.73.165.25,3099,ec2-52-73-165-25.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.38.148,1942,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.206.169.43,1772,ec2-34-206-169-43.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.128.75,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.39.20,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.138.131,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.38.220,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.77.12,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.241.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.143.140,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.42.196,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.140.156,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.40.4,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.49.218,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.1.132,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.171.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,34.202.32.232,14458,ec2-34-202-32-232.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,172.217.15.110,29772,iad30s21-in-f14.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.10.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.169.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.251.36,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.224.16,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.96.179,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.112.131,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.86.19,2224,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.82.104,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.46.84,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,99.84.181.74,3316,server-99-84-181-74.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.113.131,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.36.36,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.228.121.198,106021,ec2-3-228-121-198.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.177.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.138.123,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.32.84,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.84.185.175,32688,server-99-84-185-175.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.217.33.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.80.200,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.243.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.9.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.240.116,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.248.212,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.237.147,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.233.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.36.68,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.132.235,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.141.124,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.139.107,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.205.131,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.104.219,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),152.1.1.39,1096,eos00db.unity.ncsu.edu,35.73759079,-78.72119141
Desktop (server),152.1.1.28,1473,bp01db.unity.ncsu.edu,35.73759079,-78.72119141
Desktop (server),152.1.1.36,1644,uni00db.unity.ncsu.edu,35.73759079,-78.72119141
Desktop (server),91.189.95.15,5950,rubay.canonical.com,51.45777893,-0.085560001
Desktop (server),152.1.1.37,548,uni01db.unity.ncsu.edu,35.73759079,-78.72119141
Desktop (server),152.1.1.40,1794,eos01db.unity.ncsu.edu,35.73759079,-78.72119141
Desktop (server),152.1.1.29,1323,bp02db.unity.ncsu.edu,35.73759079,-78.72119141
Echo plus 2nd gen,52.217.0.212,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.249.236,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.92.43,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.107.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.32.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.146.27,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.37.92,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,52.73.32.147,9367,ec2-52-73-32-147.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.73.32.147,4353,ec2-52-73-32-147.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.106.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.184.219,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.147.100,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.129.123,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.113.139,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.244.124,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.12.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.168.35,2241,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.138.163,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.8.52,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.224.48.248,3700,ec2-3-224-48-248.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.224.8,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,204.85.32.27,5976,a204-85-32-27.deploy.akamaitechnologies.com,35.91374969,-78.86332703
Echo plus 2nd gen,52.216.162.99,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.24.196,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.243.100,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.26.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.12.132,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.20.40,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.139.83,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.244.164,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.108.163,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.250.180,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.141.244,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.140.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.73.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.206.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.26.116,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.8.227,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.41.244,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.83.88,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.41.140,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.243.156,2224,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.147.172,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.41.188,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.71.141.91,9076,ec2-52-71-141-91.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.177.59,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.94.219,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.40.43,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.137.196,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.249.108,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,172.217.15.109,8639,iad30s21-in-f13.1e100.net,38.98371887,-77.38275909
Echo plus 2nd gen,52.216.1.160,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.65.96,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.46.100,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo Look,13.249.43.76,1222,server-13-249-43-76.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo Look,99.84.181.117,655,server-99-84-181-117.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.84.115,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,184.24.104.59,21136,a184-24-104-59.deploy.static.akamaitechnologies.com,39.04370117,-77.47419739
Motog Phone,3.224.161.197,17068,ec2-3-224-161-197.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,54.231.33.187,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.8.236,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.170.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.250.116,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,99.84.181.43,655,server-99-84-181-43.iad89.r.cloudfront.net,38.9068985,-77.02839661
Echo plus 2nd gen,52.216.185.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.32.8,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.42.204,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.115.3,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.8.3,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.11.140,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.226.208,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.94.187,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.224.111.80,21246,ec2-3-224-111-80.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.36.244,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.12.76,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.128.139,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.43.100,4316,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.177.219,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.100.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.8.228,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.98.99,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Nestcam,47.190.36.235,450,titan.crash-override.org,33.03276825,-96.5891037
Nestcam,130.211.135.74,10208,74.135.211.130.bc.googleusercontent.com,41.23295975,-95.87735748
Echo plus 2nd gen,52.216.160.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.162.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.249.252,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.244.244,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.242.244,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.110.243,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.169.99,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,37.193.156.169,90,l37-193-156-169.novotelecom.ru,55.03923035,82.9278183
Google onHub,37.193.156.169,90,l37-193-156-169.novotelecom.ru,55.03923035,82.9278183
Echo plus 2nd gen,52.216.109.115,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.112.107,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,23.131.160.7,90,time.nullroutenetworks.com,47.75529861,-122.2959137
Google onHub,23.131.160.7,90,time.nullroutenetworks.com,47.75529861,-122.2959137
Echo plus 2nd gen,52.216.163.179,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.12.60,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.43.28,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.238.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,52.5.130.242,27309,ec2-52-5-130-242.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.82.192,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.204.83,2158,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.95.11,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.41.148,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.81.64,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.138.67,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.187.35,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.98.51,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.133.147,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.143.44,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.106.180,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,3.230.243.51,290554,ec2-3-230-243-51.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,3.230.243.51,278682,ec2-3-230-243-51.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.26.92,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.66.32,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.26.204,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.108.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.162.131,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.32.228,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.217.46.180,2187,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.88.99,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.84.155,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo plus 2nd gen,52.216.97.91,1079,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,3.224.97.29,32048,ec2-3-224-97-29.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,3.224.97.29,31960,ec2-3-224-97-29.compute-1.amazonaws.com,39.04370117,-77.47419739
Ring Door bell,3.233.84.204,2810764,ec2-3-233-84-204.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,3.233.84.204,2810872,ec2-3-233-84-204.compute-1.amazonaws.com,39.04370117,-77.47419739
